Name,Description,Capacity,Event Id,Subcategory ID,Venue ID,URL
ASIS Chicago 2017 Holiday Luncheon,"The holiday season is just around the corner, and you know what that means....
The annual ASIS Chicago Holiday Luncheon is fast approaching! Make sure the set Thursday, December 21st aside in order to attend the 2017 holiday luncheon. The chapter board is happy to bring its members this premier gathering, complete with a gift exchange, food, and a chance to network with friends and colleagues.
Walk-ins are not permitted for this special gathering. And make sure to bring a raffle prize to be shared during the event!

Location:
Metropolitan Club of Chicago
233 S Wacker Drive Floor #67
Chicago, IL 60606

Time:
Check-in is from 11:30am to 12:00pm
Lunch and Program is from 12:00pm to 2:00pm

Pricing:
Members and Guests - $75
Tables of 10 - $700
Past Chairman - $50

We look forward to seeing everyone in December!",240,39733672484,1999,12069408,https://www.eventbrite.com/e/asis-chicago-2017-holiday-luncheon-tickets-39733672484?aff=ebapi
Historic Chicago Walking Bar Tour,"Hours of Operation:
Thursdays, Fridays and Saturdays at 5:45pm
Walking Tour: Historical Pub Crawl
On this Chicago pub crawl with an educational twist, you’ll explore Chicago’s entertainment history and learn about prohibition, jazz, theater, vices, and social clubs. Guests interact with historic photos and videos on shared iPads and visit historic buildings for three drink stops. We don’t walk far on our evening walking tour, which gives us more time to engage with Chicago history and look at architecture. And of course our limited walking on the tour allows us to enjoy our appetizers and choice of wine or beer.
Tour groups see magnificent lobbies and really engage with some beautiful historic architecture. Many tour guests enjoy the social dynamic of this unique tour. Solo travelers often join the tour, and as a great Chicago date idea, it’s a fun thing to do with your boyfriend or girlfriend. Groups of friends make the tour into a cool weekend event as it’s more than a Chicago pub crawl – you’ll eat, drink, and learn about architecture, Prohibition-era history, and culture.
We’d like to say it’s a Speakeasy Tour or a Chicago Prohibition Tour, but truthfully very few bars in Chicago remaining today were ever speakeasies, and only one of our stops on our tour was a speakeasy in the true sense of the word. The Historic Chicago Bar Walking Tour is like a mix of a food tour, an architecture walking tour, and a mobile documentary film. Book your tour early as the historic Chicago bar tour pub crawl often sells out. It’s a unique Chicago thing to do this summer!
The tour includes: Engaging tour guide commentary, Shared use of iPads with historic photos and video clips, Gift packets, and Appetizers.
Walking tour ticket does not include drinks and server gratuities. All guests must choose a beverage for the tour and bring cash to cover 2.5 servings of beer ($20), wine ($22), soda ($6), or water ($3).
Walking Distance: 1.2 miles
Duration: 2.5 hours
MEETING POINT - Be sure to print the map of our meeting point. We meet inside Argo Tea at 435 N. Michigan Ave, which is Tribune Tower. Look for the guide with the name tag and clipboard. We make a circle so that the tour ends one block north of our starting point at Intercontinental Hotel, 505 N. Michigan Ave.
CASH FOR DRINKS - Each guest must choose a beverage option ($20 for beer or wine, $6 for soda, $3 for water). Covers 2 regular size drinks, 1 sample-size drink, and server gratuities on the drinks and the appetizers (apps are included in the tour). In order to keep the tour efficient for servers and to streamline the tour for your enjoyment, everyone sticks to their choice of one beverage for all three stops. First 10 minutes of the tour is mandatory check-in.
PARKING - If you are driving, we offers our guests a special discounted rate for parking at the Grant Park North Garage, accessible from Michigan Avenue at Randolph Street.. Rate is $15 ($38 value), valid up to 12 hours. Upon check-in for the tour, ask the tour guide for a voucher for the discounted rate. This is four to five blocks from the tour start and end locations.
Link to meeting point map: http://www.chicagodetours.com/wp-content/uploads/bar-pub-crawl-walking-tour-map.pdf
 ",12,37851769662,,15867144,https://www.eventbrite.com/e/historic-chicago-walking-bar-tour-tickets-37851769662?aff=ebapi
Wine Down Wednesday @ Hilton Chicago,Featuring wines from the highest rated vineyards of California. Light appetizers will be paired with the wine selection.  Guests will also receive swag bags with a nice treat from our French trained Pastry Chef. Come join us in what is sure to be a remarkable and memorable experience! ,15,39464070096,10002,21315362,https://www.eventbrite.com/e/wine-down-wednesday-hilton-chicago-tickets-39464070096?aff=ebapi
Heartfield Chicago Clothing and Toy Drive,"Join Heartfield Chicago for a clothing and toy drive fundraiser to support children in the Chicago community! Attend this event to mingle with others who are just as passionate about local youth. Enjoy light refreshments or purchase drinks at the cash bar. If you wish to sponsor this event, there are three ways to do so through Bronze, Silver, and Gold sponsorship packages.
For more information visit heartfieldchicago.org or call 872.239.5683.
Heartfield Chicago is a 501(c)(3) tax exempt organization.

",250,39633076599,11999,21976221,https://www.eventbrite.com/e/heartfield-chicago-clothing-and-toy-drive-tickets-39633076599?aff=ebapi
A Black Girl Dreams of Chicago,"Chicago Black Women's Business Week presents A Black Girl Dreams of Chicago: In Conversation wih Black Women about our City.
What would a Chicago that served Black women & femmes look like? From public services to art to business, what would Chicago be if it really showed up for Black women, femmes and non-binary folks?
Join us for a town hall-style conversation about our individual hopes for the city while discussing what a collective vision looks like and what we want our roles to be in manifesting it.

Doors open at 2:15pm, conversation to begin promptly at 2:30pm. Seats are limited. Not tickets will be sold at the door.
Food & Beverages are included in ticket price.
No refunds are available. Tickets ARE transferrable.",45,39670825507,13003,21994082,https://www.eventbrite.com/e/a-black-girl-dreams-of-chicago-tickets-39670825507?aff=ebapi
WWDTM in Chicago 11.16.17,"These tickets will go on sale Friday, October 6th @ 10 A.M.

IMPORTANT TICKETING INFORMATION:
Please print out your electronic ticket (or bring it on your phone!) and present it with your picture ID at check-in. The ticket purchaser is the only person who needs to show ID.
Doors to the auditorium open at 7:00 P.M.
Your seats are reserved until 7:25 P.M. at which point they will be resold to make sure we have a full house.
The performance lasts until 9:30 P.M. Following the show, members of the cast will meet you upstairs for autographs and photos.
If you have any further questions, please refer to the FAQ here.
 
SPECIAL NOTE: 
Tickets sold through third party sellers like Craiglists or StubHub will not be honored.  
 


 WWDTM is locally sponsored in part by

Operated by Chicago hospitality collective 16″ On Center, Revival Food Hall is an all-local dining concept spotlighting the best of Chicago’s acclaimed culinary scene under one roof. The massive, 24,000 square foot marketplace is located in the heart of Chicago’s central business district, on the ground floor of The National – a restoration of a historic 1907 Daniel Burnham-designed 20-story building. This cornerstone of The Loop neighborhood and boasts 15 fast-casual stalls featuring many of Chicago’s favorite neighborhood restaurants in a grab-and-go setting.",395,38087792613,4007,3396367,https://www.eventbrite.com/e/wwdtm-in-chicago-111617-tickets-38087792613?aff=ebapi
WWDTM in Chicago 12.7.17,"These tickets will go on sale Friday, October 27th @ 10 A.M.
PLEASE NOTE: Previously, these tickets were listed with an earlier on sale date. The correct date is above.

IMPORTANT TICKETING INFORMATION:
Please print out your electronic ticket (or bring it on your phone!) and present it with your picture ID at check-in. The ticket purchaser is the only person who needs to show ID.
Doors to the auditorium open at 7:00 P.M.
Your seats are reserved until 7:25 P.M. at which point they will be resold to make sure we have a full house.
The performance lasts until 9:30 P.M. Following the show, members of the cast will meet you upstairs for autographs and photos.
If you have any further questions, please refer to the FAQ here.
 
SPECIAL NOTE: 
Tickets sold through third party sellers like Craiglists or StubHub will not be honored.  
 


 WWDTM is locally sponsored in part by

Operated by Chicago hospitality collective 16″ On Center, Revival Food Hall is an all-local dining concept spotlighting the best of Chicago’s acclaimed culinary scene under one roof. The massive, 24,000 square foot marketplace is located in the heart of Chicago’s central business district, on the ground floor of The National – a restoration of a historic 1907 Daniel Burnham-designed 20-story building. This cornerstone of The Loop neighborhood and boasts 15 fast-casual stalls featuring many of Chicago’s favorite neighborhood restaurants in a grab-and-go setting.",395,38089025300,4007,3396367,https://www.eventbrite.com/e/wwdtm-in-chicago-12717-tickets-38089025300?aff=ebapi
WWDTM in Chicago 12.21.17,"These tickets will go on sale Friday, November 10th @ 10 A.M.

IMPORTANT TICKETING INFORMATION:
Please print out your electronic ticket (or bring it on your phone!) and present it with your picture ID at check-in. The ticket purchaser is the only person who needs to show ID.
Doors to the auditorium open at 7:00 P.M.
Your seats are reserved until 7:25 P.M. at which point they will be resold to make sure we have a full house.
The performance lasts until 9:30 P.M. Following the show, members of the cast will meet you upstairs for autographs and photos.
If you have any further questions, please refer to the FAQ here.
 
SPECIAL NOTE: 
Tickets sold through third party sellers like Craiglists or StubHub will not be honored.  
 


 WWDTM is locally sponsored in part by

Operated by Chicago hospitality collective 16″ On Center, Revival Food Hall is an all-local dining concept spotlighting the best of Chicago’s acclaimed culinary scene under one roof. The massive, 24,000 square foot marketplace is located in the heart of Chicago’s central business district, on the ground floor of The National – a restoration of a historic 1907 Daniel Burnham-designed 20-story building. This cornerstone of The Loop neighborhood and boasts 15 fast-casual stalls featuring many of Chicago’s favorite neighborhood restaurants in a grab-and-go setting.",395,38089652175,4007,3396367,https://www.eventbrite.com/e/wwdtm-in-chicago-122117-tickets-38089652175?aff=ebapi
WWDTM in Chicago 12.14.17,"These tickets will go on sale Friday, November 3rd @ 10 A.M.

IMPORTANT TICKETING INFORMATION:
Please print out your electronic ticket (or bring it on your phone!) and present it with your picture ID at check-in. The ticket purchaser is the only person who needs to show ID.
Doors to the auditorium open at 7:00 P.M.
Your seats are reserved until 7:25 P.M. at which point they will be resold to make sure we have a full house.
The performance lasts until 9:30 P.M. Following the show, members of the cast will meet you upstairs for autographs and photos.
If you have any further questions, please refer to the FAQ here.
 
SPECIAL NOTE: 
Tickets sold through third party sellers like Craiglists or StubHub will not be honored.  
 


 WWDTM is locally sponsored in part by

Operated by Chicago hospitality collective 16″ On Center, Revival Food Hall is an all-local dining concept spotlighting the best of Chicago’s acclaimed culinary scene under one roof. The massive, 24,000 square foot marketplace is located in the heart of Chicago’s central business district, on the ground floor of The National – a restoration of a historic 1907 Daniel Burnham-designed 20-story building. This cornerstone of The Loop neighborhood and boasts 15 fast-casual stalls featuring many of Chicago’s favorite neighborhood restaurants in a grab-and-go setting.",395,38089432518,4007,3396367,https://www.eventbrite.com/e/wwdtm-in-chicago-121417-tickets-38089432518?aff=ebapi
CMAA Chicago November - IIT,"Ray Giderof, Chief of Development at PBC will present ""Project Delivery - Accountability""",211,39449119378,1999,18745911,https://www.eventbrite.com/e/cmaa-chicago-november-iit-tickets-39449119378?aff=ebapi
Gather: The I Grow Chicago Gala,"Join us at Ovation on Thursday, November 16, at the first-ever Gather: the I Grow Chicago Gala! 
Gather: the I Grow Chicago Gala will feature delectable bites from high-end, boutique caterers and delicious wine, beer, and cider from Cream Wine, Lagunitas Brewery, and Virtue Cider. Spend the evening socializing, enjoying food and drink, dancing the night away to amazing music from DJ Megan Taylor, and bidding on an array of amazing silent auction items such as a staycation at the Chicago Athletic Association Hotel, a romantic couples retreat at Allyu Spa, and a special tasting menu experience at The Publican.
Early bird tickets are available until October 1 and include entry to the event as well as an open bar provided by Lagunitas Brewing, Virtue Cider, and Cream Wine, and food provided by Gene & Georgetti and more. 
Looking for a unique way to give an Englewood resident a unique experience? Consider adding on a community member sponsorship, which will allow a community member from I Grow Chicago the chance to attend and enjoy the event, as well as offset the cost of a new outfit.
Upgrade your ticket to a VIP ticket for an amazing pre-event VIP reception from 6-7 p.m. The VIP reception will feature a special tasting menu prepared by Feast & Imbibe and complimentary wines. A very limited number of tickets are available for this unique experience!
Curious about dress code? We encourage attendees to dress in ""cool cocktail"" or ""urban chic"" attire. Leave your gown and tux at home and wear something fun and celebratory -- a fun cocktail dress, jeans with a chic blazer, or cool pants with a shirt and tie. Think semi-dressy but fun -- and show off your personal style!
Also consider adding a donation that helps to support a specific need of our community. Buy school supplies for a child in need, help provide access to a computer for those completing our GED program, support women in the community through our Women's Group, and more. See all the opportunities below and the suggested donation amount. 
Buy tickets and gather with us as we support Englewood at Gather: The I Grow Chicago Gala on November 16! 
If you are unable to come to come to the event but would still like to contribute, you can choose ticketing options to add a donation or send checks directly to:
Robbin Carroll, I Grow Chicago
415 E North Water St., #2503
Chicago, IL 60611
Thank you for your support!
*Tickets are available on the day of the event at the door for $125.",7529,37702799087,,21032120,https://www.eventbrite.com/e/gather-the-i-grow-chicago-gala-tickets-37702799087?aff=ebapi
Chicago Postal Customer Council Membership,"Come join the Chicago Postal Customer Council and learn how to get the most out of your postal dollars.
The purpose of a Postal Customer Council (PCC) is to strengthen the working relationship between the United States Postal Service (USPS) and its customers. 
Membership includes free or reduce rates at most CPCC events. 
 

 ",200,1329834571,1007,71245,https://www.eventbrite.com/e/chicago-postal-customer-council-membership-registration-1329834571?aff=ebapi
Chicago History 101: The Speakeasy Series,"Chicago History 101: Speakeasy Series is an informal, pay-what-you-can lecture and discussion series about all things Chicago, held in Lakeview's Room 13 Speakeasy.
Join Chicago for Chicagoans founder Patti Swanson (and several guest speakers) for a new winter lecture series on Chicago history and architecture, held in Lakeview's hidden history hideaway, Room 13 at the Old Chicago Inn! Lectures begin with a 45 minute history lesson on a rotating topic, and end with 15 minutes of group discussion. All interest and experience levels welcome -- just come prepared to learn & chat about all things Chicago! 
As always, this series is pay-what-you-can with a suggested donation of $10-20. Room 13's bar is available for attendees, accepting cash & credit card. RSVPs are required for each session, for every guest (no exceptions-- it's a fire code thing!), and capacity is strictly limited to 35 people. Come learn about your place in space!
Lecture topics: (Please note, topics & guest speakers are subject to change. You will be notified by email about any changes.)
ALL SESSIONS OCCUR FROM 7:00-8:00 PM
Session #1 (11/16/17): THE TAVERN: Discover a boozy side of the city's history at our kick-off event. From the Lager Beer Riots to the Working Man's Exchange & Prohibition, Chicagoans have always loved a nice cold beer. Featuring guest speaker Bill Savage!Session #2 (11/30/17): THE RIVER & RURAL CHICAGO: Trace the history of indiginous folks, early Europeans, & the waterway that led to the creation of our city.Session #3 (12/14/17): THE SKYSCRAPER: Learn how & why Chicago invented the skyscraper, and how we continue to revolutionize the field of architecture. Session #4 (1/11/18): RAILROADS & HIGHWAYS: From Pullman cars to slaughterhouses, find out how Chicago revolutionized the railroad in America -- and how the automobile led to its demise. Featuring guest speaker Erica Ruggiero!Session #5 (1/25/17): THE GREAT CENTRAL MARKET: Unearth the merchandising history of Chicago, including mail-order catalogs, Marshall Fields, and Michigan Avenue -- featuring guest speaker Wendy Bright. Session #6 (2/8/18): THE PARKS: Fieldhouses, forest preserves, cemeteries, boulevards, & more! Discover how Chicago's parks have shaped the city. Session #7 (2/22/18): IMMIGRATION & SEGREGATION: Explore Chicago's infamous reputation as a place for ethnic enclaves, and learn more about the city's history of racially discriminatory legislation. Featuring guest speaker Vitaliy Vladimirov!Session #8 (3/8/18): QUEER HISTORY:  Bathhouses, Boystown, and Howard Brown-- discover LGBTQ+ history in Chicago with guest speaker Andie Meadows.Session #9 (3/22/18): THEATRES & ENTERTAINMENT: Trace the history of Chicago's legendary film industry, movie palaces, and live stage shows, featuring guest speaker Leyla Royale.Session #10 (4/5/18): DEBATE! Hear from a panel of preservationists, architects, and historians as they battle over contested questions of Chicago history and architecture (and don't forget to join in yourself)!
Please note: Presentations and discussions are meant to be inclusive, covering diverse histories and occasionally controversial subject matter. Respectfulness, empathy, and a willingness to listen and engage are key. Inflamatory speech will not be tolerated, and those who cannot engage compassionately will be asked to leave. 
Details, Dress Code, & Access: 

Because this lecture series takes place in a place where alcohol is served, attendees must be at least 21 years old to attend.
As a period-appropriate speakeasy, Room 13 requires proper dress, following a business casual model.  Gentlemen are asked to wear some sort of collar (jacket, sweater, button-up, etc); nice denim is acceptable (no wear and tear); no athletic wear. 
The club, and this lecture series, is password protected. Please check your email the week of the event to recieve the session's password; note that the password will change for each session. 

About Room 13: Room 13 is the Old Chicago Inn's very own private Prohibition-era inspired speakeasy.  Located in the garden level, Room 13 currently opens at 5pm on Thursday - Saturday nights to current & prospective members as well as guests of the inn.  Prospective members can apply for a membership by filling out an application and turning it in to the evening's bartender during their second preview.  If selected to be a member at Room 13, members gain access to the speakeasy on a weekly basis. Interested in membership? Talk to the evening's bartender for the full scoop. ",80,39020302776,13010,21736113,https://www.eventbrite.com/e/chicago-history-101-the-speakeasy-series-tickets-39020302776?aff=ebapi
Chicago WIA - Mentoring and Networking Lunch,"Please join WIA as we host a mentoring and networking lunch on Tuesday, November 14th from 12 p.m. to 1:30 p.m.  We will have a short program on how to own your relationship with your mentor.  This will also be a great opportunity to network with Dee Taylor (National WIA Lead) and Cathy Shackleford (Executive Sponsor for WIA) along with other members. 
Lunch will be provided.",40,39185452744,1999,21760695,https://www.eventbrite.com/e/chicago-wia-mentoring-and-networking-lunch-tickets-39185452744?aff=ebapi
Innovation in Chicago Dance: Contemporary Makers,"Public Dialogue with 2016 Lab Artist Onye Ozuzu and 2017 Lab Artist Brittany Harlin 
Information on the Chicago Dancemakers Forum Lab Artist Awards Program and application tips.
Co-hosted by Chicago Park District and Move Me Soul. 
Chicago Dancemakers Forum launches its 15th Anniversary year with a series of public dialogues about envisioning the future of Chicago Dance in relationship to its past: an opportunity to share what we are envisioning and an opportunity to hear what people want from Chicago Dancemakers Forum. The discussion also includes information and application insights on the signature Lab Artist Awards program, a $15,000 cash grant combined with a year of mentorship to support the research, development and performance of a newly choreographed work. http://www.chicagodancemakers.org",75,39189421615,5004,21762696,https://www.eventbrite.com/e/innovation-in-chicago-dance-contemporary-makers-tickets-39189421615?aff=ebapi
